,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
46,7,6,1,S,P,P,P_S-P,Взгляд на снимки были брошены из-под длинных опущенных ресниц.,"[0.28862112760543823, 0.0006239783833734691, 0.19099578261375427, 2.6039157091872767e-05, 0.01041394378989935, 0.016131684184074402, 0.08572324365377426, 0.022871531546115875, 0.13476866483688354, 0.007088779006153345, 0.11738447844982147, 0.024588193744421005]","[0.0012070484226569533, 0.000322171748848632, 8.705550862941891e-05, 9.309940651291981e-05, 0.05984490364789963, 0.09941251575946808, 0.0010973522439599037, 0.0018510231748223305, 0.028803568333387375, 7.989373443706427e-06, 0.005019297823309898, 0.002979576587677002]"
47,8,6,1,P,S,S,S_P-S,Взгляды на снимок был брошен из-под длинных опущенных ресниц.,"[0.3249390721321106, 0.0032305263448506594, 0.1676958054304123, 0.0005492789205163717, 0.013654034584760666, 0.02898540161550045, 0.08477142453193665, 0.05265078321099281, 0.1427173763513565, 0.012641140259802341, 0.14194604754447937, 0.0760759636759758]","[0.001985100330784917, 0.0009857999393716455, 0.0006571694393642247, 3.636779365479015e-05, 0.07431875914335251, 0.049472469836473465, 0.0008069548639468849, 0.004907828755676746, 0.026192331686615944, 0.00011566510511329398, 0.011368353851139545, 0.006382079795002937]"
48,1,7,1,P,P,S,S_P-P,Возражения на упреки было принято без излишне бурных эмоций.,"[0.3707047700881958, 0.004756266251206398, 0.08591480553150177, 0.0004139126103837043, 0.05517495423555374, 0.09074496477842331, 0.13311244547367096, 0.00146982551086694, 0.22783702611923218, 0.005750816781073809, 0.08884155750274658, 0.031066730618476868]","[0.0005637165741063654, 0.0014268826926127076, 0.0002798346395138651, 3.994050348410383e-05, 0.07802364230155945, 0.047625672072172165, 0.007520945742726326, 3.7477158912224695e-05, 0.011885104700922966, 0.0002508485922589898, 0.0025194105692207813, 0.0039738439954817295]"
49,2,7,1,P,P,P,P_P-P,Возражения на упреки были приняты без излишне бурных эмоций.,"[0.03572002053260803, 0.0001888093538582325, 0.00013693937216885388, 2.1119996745255776e-05, 0.0057299514301121235, 0.007112166378647089, 0.13005557656288147, 0.00017440793453715742, 0.21416199207305908, 0.0008255892316810787, 0.026976516470313072, 0.001092071644961834]","[0.0004407921223901212, 6.184205994941294e-05, 0.00035696884151548147, 3.879239102388965e-06, 0.061753422021865845, 0.01925099641084671, 0.023257821798324585, 7.911599823273718e-05, 0.01599542796611786, 0.000298081140499562, 0.0014325868105515838, 0.0004026029782835394]"
50,3,7,1,S,S,S,S_S-S,Возражение на упрек было принято без излишне бурных эмоций.,"[0.11538451164960861, 0.001887337421067059, 0.0006133647402748466, 4.166307462583063e-06, 0.022105854004621506, 0.037666767835617065, 0.11744972318410873, 0.00035384728107601404, 0.16512475907802582, 0.0006818662513978779, 0.06987279653549194, 0.03187892585992813]","[0.0016852290136739612, 0.0009120877366513014, 0.000322820182191208, 3.9627647652196174e-07, 0.08762232214212418, 0.016856219619512558, 0.006109884940087795, 0.00028842335450462997, 0.02639426290988922, 0.00015399813128169626, 0.005009915679693222, 0.004765787627547979]"
51,4,7,1,S,S,P,P_S-S,Возражение на упрек были приняты без излишне бурных эмоций.,"[0.34644585847854614, 0.00116608920507133, 0.12480093538761139, 0.0013189235469326377, 0.030160143971443176, 0.05320138484239578, 0.2017599642276764, 0.0048154788091778755, 0.2301596701145172, 0.018846580758690834, 0.0955386608839035, 0.01712138205766678]","[0.00013814496924169362, 8.730360423214734e-05, 0.00035308272344991565, 1.0657926395651884e-05, 0.03065158985555172, 0.028697246685624123, 0.01507617812603712, 0.0017159637063741684, 0.013263324275612831, 0.002696711104363203, 0.005716936197131872, 0.0014316404704004526]"
52,5,7,1,S,P,S,S_S-P,Возражение на упреки было принято без излишне бурных эмоций.,"[0.1956815868616104, 0.003663600655272603, 0.004067502450197935, 3.310093597974628e-05, 0.03212076053023338, 0.10498508810997009, 0.13344478607177734, 0.0021348586305975914, 0.1974536031484604, 0.0017647354397922754, 0.10261551290750504, 0.0603940486907959]","[0.005457453429698944, 0.0015948694199323654, 0.0006304459529928863, 2.8334272883512313e-06, 0.11064114421606064, 0.03641442954540253, 0.04066859930753708, 6.230659346329048e-05, 0.021650239825248718, 0.00013185126590542495, 0.00457372423261404, 0.006817005109041929]"
53,6,7,1,S,P,P,P_S-P,Возражение на упреки были приняты без излишне бурных эмоций.,"[0.4368811547756195, 0.00134534970857203, 0.06843720376491547, 0.002326654503121972, 0.024802234023809433, 0.06208637356758118, 0.23500731587409973, 0.006787525024265051, 0.221665620803833, 0.024305149912834167, 0.08459876477718353, 0.024462558329105377]","[5.973839506623335e-05, 0.00023817566398065537, 0.0001736752747092396, 4.0299455577041954e-05, 0.03222832456231117, 0.034217238426208496, 0.025301093235611916, 0.01602533832192421, 0.021806905046105385, 0.002204143675044179, 0.0054732924327254295, 0.0016399517189711332]"
54,7,7,1,P,S,S,S_P-S,Возражения на упрек было принято без излишне бурных эмоций.,"[0.4414603114128113, 0.007720030844211578, 0.08565391600131989, 0.0007847207598388195, 0.04841829463839531, 0.06801481544971466, 0.14432916045188904, 0.0021064889151602983, 0.24313999712467194, 0.00929281860589981, 0.10180432349443436, 0.03073681704699993]","[0.000619488419033587, 0.0018514920957386494, 0.00022952341532800347, 3.0074608730501495e-05, 0.09419789165258408, 0.12968741357326508, 0.02264074981212616, 0.009761190973222256, 0.035728711634874344, 0.0008264068746939301, 0.010160613805055618, 0.006636339705437422]"
55,8,7,1,P,S,P,P_P-S,Возражения на упрек были приняты без излишне бурных эмоций.,"[0.05557480454444885, 0.0002103332953993231, 0.00024321833916474134, 2.656022843439132e-05, 0.0052878642454743385, 0.018428504467010498, 0.1914636343717575, 0.00020376181055326015, 0.23759882152080536, 0.0011403298703953624, 0.045760758221149445, 0.001998243387788534]","[0.027200927957892418, 9.084233897738159e-05, 0.004041825886815786, 3.8661914913973305e-06, 0.09580613672733307, 0.18699955940246582, 0.028321009129285812, 0.00015808620082680136, 0.013480683788657188, 0.0009972949046641588, 0.00893336907029152, 0.000513564795255661]"
56,1,8,1,P,P,P,P_P-P,Выстрелы в цели были неточными из-за сбитого прицела ружья.,"[0.049778129905462265, 0.0007409749669022858, 0.0019560575019568205, 0.0001767894282238558, 0.006982600316405296, 0.041249725967645645, 0.14579404890537262, 0.0005198816652409732, 0.16664354503154755, 0.00013830405077897012, 0.016316210851073265, 0.021580228582024574]","[0.04855979233980179, 6.869812932563946e-05, 0.001848480198532343, 2.2938900656299666e-05, 0.23494821786880493, 0.03389604017138481, 0.004136855248361826, 8.106478344416246e-05, 0.06040586903691292, 1.2918233096570475e-06, 0.013836383819580078, 0.015616660006344318]"
57,2,8,1,S,S,S,S_S-S,Выстрел в цель был неточным из-за сбитого прицела ружья.,"[0.04623856022953987, 0.0032627617474645376, 0.004028376657515764, 2.5675666620372795e-05, 0.025351591408252716, 0.0023491987958550453, 0.13399626314640045, 0.000174429573235102, 0.12517225742340088, 5.692187187378295e-05, 0.024554677307605743, 0.04541219398379326]","[0.03270662948489189, 0.0027010764461010695, 0.016436457633972168, 0.10613849014043808, 0.07918395102024078, 0.11810734868049622, 0.0861816480755806, 0.02162472903728485, 0.10385779291391373, 0.03114774264395237, 0.12121955305337906, 0.015724273398518562]"
58,3,8,1,S,S,P,P_S-S,Выстрел в цель были неточными из-за сбитого прицела ружья.,"[0.3564797043800354, 0.0060249920934438705, 0.18169519305229187, 0.012532048858702183, 0.03293071687221527, 0.01988178864121437, 0.10404065996408463, 0.004884309135377407, 0.19030027091503143, 0.0045344214886426926, 0.054615847766399384, 0.015584606677293777]","[0.005716804880648851, 0.003235153155401349, 0.004478676710277796, 0.1420556902885437, 0.03694980964064598, 0.052638158202171326, 0.008725902996957302, 0.01600528694689274, 0.01676974818110466, 0.031040534377098083, 0.01810840331017971, 0.005763140507042408]"
59,4,8,1,S,P,S,S_S-P,Выстрел в цели был неточным из-за сбитого прицела ружья.,"[0.05176549032330513, 0.003053150838240981, 0.004720582161098719, 5.361943112802692e-05, 0.013313171453773975, 0.004779142793267965, 0.18495428562164307, 0.00021055428078398108, 0.15564016997814178, 0.00010259359987685457, 0.043021488934755325, 0.04766472056508064]","[0.11388617753982544, 0.000973228772636503, 0.022876916453242302, 2.9254204491735436e-05, 0.230843186378479, 0.0006190198473632336, 0.007177244871854782, 0.00014175391697790474, 0.04703536257147789, 1.8365450387136661e-06, 0.036628082394599915, 0.025102252140641212]"
60,5,8,1,S,P,P,P_S-P,Выстрел в цели были неточными из-за сбитого прицела ружья.,"[0.3610266149044037, 0.00625855615362525, 0.1712450534105301, 0.014218684285879135, 0.030723392963409424, 0.024683192372322083, 0.09999451041221619, 0.004248713608831167, 0.19093447923660278, 0.004377614241093397, 0.05752333998680115, 0.014524593017995358]","[0.0011092402273789048, 0.0008066340815275908, 0.0002554498496465385, 0.0006172666908241808, 0.08946160972118378, 0.006433408707380295, 0.005185621790587902, 0.001192459836602211, 0.04442889988422394, 0.00031850437517277896, 0.01839742809534073, 0.01342029869556427]"
61,6,8,1,P,S,S,S_P-S,Выстрелы в цель был неточным из-за сбитого прицела ружья.,"[0.2694533169269562, 0.011690143495798111, 0.20611457526683807, 0.003319347044453025, 0.03841744735836983, 0.019553670659661293, 0.06371457129716873, 0.0070390901528298855, 0.09558964520692825, 0.0053871688432991505, 0.06593671441078186, 0.05977533757686615]","[0.002028116025030613, 0.005360009614378214, 0.001462050131522119, 0.14143510162830353, 0.045530032366514206, 0.023961776867508888, 0.015672050416469574, 0.022071843966841698, 0.017337920144200325, 0.02534882165491581, 0.038558006286621094, 0.01055525615811348]"
62,7,8,1,P,S,P,P_P-S,Выстрелы в цель были неточными из-за сбитого прицела ружья.,"[0.04208357259631157, 0.0007046942482702434, 0.002020561834797263, 0.00010375690180808306, 0.008961512707173824, 0.022652745246887207, 0.13545911014080048, 0.0008457635412923992, 0.05895805358886719, 9.226385736837983e-05, 0.012713678181171417, 0.021101243793964386]","[0.14098228514194489, 0.0011092229979112744, 0.007519400212913752, 0.15328487753868103, 0.10546256601810455, 0.06756377220153809, 0.05121965706348419, 0.015983091667294502, 0.22187238931655884, 0.028428757563233376, 0.21322691440582275, 0.007006884552538395]"
63,8,8,1,P,P,S,S_P-P,Выстрелы в цели был неточным из-за сбитого прицела ружья.,"[0.2638773024082184, 0.011371701955795288, 0.2028241753578186, 0.004539353772997856, 0.03150676190853119, 0.02634245902299881, 0.05952325835824013, 0.005895162001252174, 0.1021583154797554, 0.004782405681908131, 0.06511282920837402, 0.05530092492699623]","[0.012667038477957249, 0.004139079246670008, 0.0002220441383542493, 0.00027193676214665174, 0.12759341299533844, 0.007395133376121521, 0.004245434887707233, 0.00111956091132015, 0.038542088121175766, 2.9606255338876508e-05, 0.044020190834999084, 0.019985785707831383]"
64,1,9,1,S,S,S,S_S-S,Дорога через лес была проложена для снабжения людей провизией.,"[0.0029862583614885807, 0.005158707033842802, 0.0006768761668354273, 6.792234330532665e-07, 0.003977448679506779, 0.00040938504389487207, 0.006596802268177271, 0.005517428275197744, 0.03835530951619148, 0.00027190291439183056, 0.003968164790421724, 0.0027247231919318438]","[0.0033514960668981075, 0.0009419393609277904, 0.0019673476926982403, 3.057554875951496e-09, 0.18718162178993225, 0.006073793862015009, 0.005575233139097691, 1.7847800336312503e-05, 0.04937468841671944, 9.61271216510795e-05, 0.0020322720520198345, 0.0020364923402667046]"
65,2,9,1,S,S,P,P_S-S,Дорога через лес были проложены для снабжения людей провизией.,"[0.22108998894691467, 0.0070608616806566715, 0.09425263106822968, 0.0007081381627358496, 0.01278518047183752, 0.009015101008117199, 0.03715232387185097, 0.008436878211796284, 0.10832056403160095, 0.013031345792114735, 0.032175734639167786, 0.007845045067369938]","[0.0011299311881884933, 0.0005529565387405455, 0.00297860661521554, 6.557097367476672e-05, 0.11760547012090683, 0.009599708020687103, 0.001312108593992889, 0.00014082735287956893, 0.04385234788060188, 0.0006211622385308146, 0.014093093574047089, 0.0038411677815020084]"
66,3,9,1,S,P,S,S_S-P,Дорога через леса была проложена для снабжения людей провизией.,"[0.0038772444240748882, 0.004973503295332193, 0.0007351366803050041, 9.713232884678291e-07, 0.00540827214717865, 0.0006158994510769844, 0.008764700032770634, 0.005083445925265551, 0.04120093956589699, 0.0003003409947268665, 0.004399779252707958, 0.0030597758013755083]","[0.0043260641396045685, 0.0010599730303511024, 0.0032105608843266964, 7.68647936411071e-08, 0.09533623605966568, 0.006900875363498926, 0.003585525555536151, 6.472069799201563e-05, 0.040594249963760376, 2.764147393463645e-05, 0.0013883672654628754, 0.0015731261810287833]"
67,4,9,1,S,P,P,P_S-P,Дорога через леса были проложены для снабжения людей провизией.,"[0.23957833647727966, 0.005931048654019833, 0.07054843753576279, 0.0007924972451291978, 0.011568396352231503, 0.012817802838981152, 0.03344198316335678, 0.009216235019266605, 0.08739395439624786, 0.017910417169332504, 0.03444955125451088, 0.007008574903011322]","[0.0055731479078531265, 0.0037096100859344006, 0.007608354091644287, 0.12086039781570435, 0.061593253165483475, 0.09807543456554413, 0.009565809741616249, 0.010043434798717499, 0.04377700015902519, 0.009848160669207573, 0.019475381821393967, 0.004076928365975618]"
