,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
46,7,6,1,S,P,P,P_S-P,Взгляд на снимки были брошены из-под длинных опущенных ресниц.,"[0.019337628036737442, 0.0005280475597828627, 0.022278519347310066, 0.003504773834720254, 0.006194415036588907, 0.02140825241804123, 0.00705468887463212, 0.0037406233604997396, 0.0018026992911472917, 0.007632391527295113, 0.00036547440686263144, 0.0045146155171096325]","[0.0025067732203751802, 0.0006013779784552753, 0.0073099141009151936, 0.0009729164303280413, 0.0008233385160565376, 0.005495207384228706, 0.007407755125313997, 0.0018063102615997195, 0.010333637706935406, 0.007079616189002991, 0.0003310095926281065, 0.0008731729467399418]"
47,8,6,1,P,S,S,S_P-S,Взгляды на снимок был брошен из-под длинных опущенных ресниц.,"[0.003325551515445113, 0.0005682327318936586, 0.011561835184693336, 0.002727408427745104, 0.00344099011272192, 0.01703638769686222, 0.003998401574790478, 0.0021656909957528114, 0.0011885416461154819, 0.0033215610310435295, 0.0002805508556775749, 0.0010371876414865255]","[0.0029287238139659166, 0.0003125965886283666, 0.0066141956485807896, 0.0009592294227331877, 0.0014413698809221387, 0.003311903215944767, 0.00947213638573885, 0.0026078082155436277, 0.006625032052397728, 0.0032513728365302086, 0.00026654452085494995, 0.001046620192937553]"
48,1,7,1,P,P,S,S_P-P,Возражения на упреки было принято без излишне бурных эмоций.,"[0.011477558873593807, 0.0022889033425599337, 0.013267320580780506, 0.009990581311285496, 0.06366172432899475, 0.027234354987740517, 0.025359168648719788, 0.0293416827917099, 0.000978688825853169, 0.004601082298904657, 0.0009021637379191816, 0.0018408744363114238]","[0.005138092674314976, 0.00040199150680564344, 0.002239000517874956, 0.00035741180181503296, 0.008439616300165653, 0.009990029036998749, 0.004270350094884634, 0.0033828101586550474, 0.0001366733922623098, 0.002087932312861085, 0.00013234892685431987, 0.00017176593246404082]"
49,2,7,1,P,P,P,P_P-P,Возражения на упреки были приняты без излишне бурных эмоций.,"[0.008915480226278305, 0.0010909674456343055, 0.010647691786289215, 0.011422820389270782, 0.06158934161067009, 0.04155569523572922, 0.02651134878396988, 0.009646950289607048, 0.0021682267542928457, 0.006237266585230827, 0.0010230508632957935, 0.003916444256901741]","[0.0036167758516967297, 0.00013781340385321528, 0.0012507662177085876, 0.00032905430998653173, 0.0024748716969043016, 0.0066521805711090565, 0.0015603442443534732, 0.0013255345402285457, 0.00019150518346577883, 0.0007535819313488901, 9.857185068540275e-05, 0.00044308017822913826]"
50,3,7,1,S,S,S,S_S-S,Возражение на упрек было принято без излишне бурных эмоций.,"[0.027879854664206505, 0.002592673059552908, 0.025543341413140297, 0.019685110077261925, 0.0781407579779625, 0.043306488543748856, 0.024240761995315552, 0.02973269484937191, 0.0019033001735806465, 0.010369285941123962, 0.001508689601905644, 0.0017525042640045285]","[0.008945661596953869, 0.00023635699471924454, 0.0024617668241262436, 0.0001533647155156359, 0.008866436779499054, 0.015064970590174198, 0.00643733749166131, 0.0022841983009129763, 0.0001849436666816473, 0.00487190205603838, 5.910748222959228e-05, 9.385909652337432e-05]"
51,4,7,1,S,S,P,P_S-S,Возражение на упрек были приняты без излишне бурных эмоций.,"[0.01915157027542591, 0.000616777571849525, 0.009963806718587875, 0.010956757701933384, 0.024974817410111427, 0.023944191634655, 0.012270793318748474, 0.0049096811562776566, 0.001256702933460474, 0.010519302450120449, 0.0005047542508691549, 0.0020427911076694727]","[0.005632665008306503, 9.690145816421136e-05, 0.0011051174951717257, 0.00021892273798584938, 0.0030133503023535013, 0.008652657270431519, 0.0013047719839960337, 0.0009970065439119935, 0.00011426646233303472, 0.004276474937796593, 1.3863936146663036e-05, 9.56546064116992e-05]"
52,5,7,1,S,P,S,S_S-P,Возражение на упреки было принято без излишне бурных эмоций.,"[0.02833412028849125, 0.002918379381299019, 0.023453017696738243, 0.022956915199756622, 0.07134339213371277, 0.047586455941200256, 0.022622177377343178, 0.03425665944814682, 0.0016048109391704202, 0.009484462440013885, 0.0017359679332002997, 0.0019254079088568687]","[0.006092557217925787, 0.0003906679339706898, 0.0019722089637070894, 0.00018171132251154631, 0.008218127302825451, 0.01439359039068222, 0.0036914304364472628, 0.002424380974844098, 0.00027068701456300914, 0.002292736666277051, 0.00019546994008123875, 0.00016327586490660906]"
53,6,7,1,S,P,P,P_S-P,Возражение на упреки были приняты без излишне бурных эмоций.,"[0.03230228275060654, 0.0008939651306718588, 0.01863967254757881, 0.017258038744330406, 0.0437607541680336, 0.036273613572120667, 0.01989041082561016, 0.008480424992740154, 0.0011505491565912962, 0.012684153392910957, 0.0008567417389713228, 0.004705389961600304]","[0.004936631303280592, 0.00020281894830986857, 0.0018592961132526398, 0.0003465203626547009, 0.0037868337240070105, 0.00904054380953312, 0.0020609749481081963, 0.0014280944596976042, 0.0002852457982953638, 0.0025112575385719538, 8.402618550462648e-05, 0.0007388803642243147]"
54,7,7,1,P,S,S,S_P-S,Возражения на упрек было принято без излишне бурных эмоций.,"[0.00838418584316969, 0.001680739689618349, 0.014997211284935474, 0.007426961790770292, 0.061287928372621536, 0.023485878482460976, 0.025323381647467613, 0.021170323714613914, 0.0009901159210130572, 0.004041434731334448, 0.0006027554045431316, 0.0014820521464571357]","[0.007965877652168274, 0.00032659046701155603, 0.003758121281862259, 0.0002814687031786889, 0.009049211628735065, 0.011088423430919647, 0.008409999310970306, 0.002470719628036022, 8.062785491347313e-05, 0.0047086444683372974, 3.83723818231374e-05, 9.88435058388859e-05]"
55,8,7,1,P,S,P,P_P-S,Возражения на упрек были приняты без излишне бурных эмоций.,"[0.0067299287766218185, 0.0009124900680035353, 0.012031636200845242, 0.012485896237194538, 0.06547442078590393, 0.04297315329313278, 0.02809521183371544, 0.008389945141971111, 0.0019645211286842823, 0.005435434635728598, 0.00076677167089656, 0.002915511140599847]","[0.004794040694832802, 9.393301297677681e-05, 0.0013786035124212503, 0.000337698234943673, 0.0035791194532066584, 0.009817162528634071, 0.0015962731558829546, 0.0014220388839021325, 0.00010389744420535862, 0.0017574052326381207, 2.8007510991301388e-05, 0.000175731023773551]"
56,1,8,1,P,P,P,P_P-P,Выстрелы в цели были неточными из-за сбитого прицела ружья.,"[0.011499534361064434, 0.0006981227197684348, 0.00885658711194992, 0.003642821917310357, 0.02618560381233692, 0.01649453118443489, 0.013102020137012005, 0.009152937680482864, 0.0010493543231859803, 0.007164803799241781, 0.0008353384328074753, 0.0015281367814168334]","[0.01474916934967041, 0.0011992246145382524, 0.017804928123950958, 0.007656005676835775, 0.03357331082224846, 0.012514295987784863, 0.006492994260042906, 0.011296702548861504, 0.0009136382141150534, 0.012922301888465881, 0.001057689543813467, 0.0005304650985635817]"
57,2,8,1,S,S,S,S_S-S,Выстрел в цель был неточным из-за сбитого прицела ружья.,"[0.0075491927564144135, 0.0013951812870800495, 0.009226006455719471, 0.006073919590562582, 0.021302178502082825, 0.023039111867547035, 0.02024369314312935, 0.014579962939023972, 0.0024966977071017027, 0.005081135779619217, 0.0004739438882097602, 0.0022141863591969013]","[0.013908227905631065, 0.0004198518581688404, 0.011374090798199177, 0.002257423708215356, 0.04802205413579941, 0.009364370256662369, 0.012070991098880768, 0.005707769189029932, 0.0011607500491663814, 0.023230459541082382, 0.0004573365149553865, 0.00039178284350782633]"
58,3,8,1,S,S,P,P_S-S,Выстрел в цель были неточными из-за сбитого прицела ружья.,"[0.012858840636909008, 0.0012366954470053315, 0.009020187892019749, 0.006514975801110268, 0.016498101875185966, 0.018193261697888374, 0.015479483641684055, 0.01948097161948681, 0.0014004958793520927, 0.00785053800791502, 0.00113393843639642, 0.0021581770852208138]","[0.015815921127796173, 0.0003738086379598826, 0.010476090013980865, 0.002417690586298704, 0.048783015459775925, 0.00858719926327467, 0.011692473664879799, 0.008954481221735477, 0.0007578014046885073, 0.018978364765644073, 0.0004575488273985684, 0.00033763935789465904]"
59,4,8,1,S,P,S,S_S-P,Выстрел в цели был неточным из-за сбитого прицела ружья.,"[0.013218841515481472, 0.0013726953184232116, 0.008758766576647758, 0.005965473596006632, 0.029329553246498108, 0.024564599618315697, 0.020806221291422844, 0.011031259782612324, 0.002754809334874153, 0.006030346732586622, 0.0008335327147506177, 0.0026771128177642822]","[0.013316460885107517, 0.002304805675521493, 0.020174287259578705, 0.00692063570022583, 0.03277146816253662, 0.012677066028118134, 0.0057696206495165825, 0.010554672218859196, 0.002395614283159375, 0.01296128798276186, 0.0019328049384057522, 0.0015869773924350739]"
60,5,8,1,S,P,P,P_S-P,Выстрел в цели были неточными из-за сбитого прицела ружья.,"[0.016034411266446114, 0.0011193156242370605, 0.009857426397502422, 0.005686292424798012, 0.02107054553925991, 0.019522037357091904, 0.015963450074195862, 0.012835445813834667, 0.0015453678788617253, 0.009426738135516644, 0.0015358366072177887, 0.0025929200928658247]","[0.012717862613499165, 0.0015052317176014185, 0.02123979479074478, 0.008365169167518616, 0.027824558317661285, 0.011709336191415787, 0.0052561163902282715, 0.00950094684958458, 0.0013979487121105194, 0.013956386595964432, 0.0015269519062712789, 0.0010593701153993607]"
61,6,8,1,P,S,S,S_P-S,Выстрелы в цель был неточным из-за сбитого прицела ружья.,"[0.008144856430590153, 0.0008298474713228643, 0.007336823269724846, 0.003961659036576748, 0.024993399158120155, 0.015627622604370117, 0.015562638640403748, 0.009570040740072727, 0.0008841989911161363, 0.00479242205619812, 0.0004731623048428446, 0.0014047864824533463]","[0.014829050749540329, 0.00043948626262135804, 0.009479381144046783, 0.0016687116585671902, 0.048414234071969986, 0.00785640999674797, 0.011292960494756699, 0.00474062142893672, 0.0007819178863428533, 0.016832010820508003, 0.00046752503840252757, 0.0003962665214203298]"
62,7,8,1,P,S,P,P_P-S,Выстрелы в цель были неточными из-за сбитого прицела ружья.,"[0.009077056311070919, 0.0007306469487957656, 0.009284534491598606, 0.004223667550832033, 0.019909335300326347, 0.01747182011604309, 0.014794283546507359, 0.013351703993976116, 0.0010540421353653073, 0.005351241212338209, 0.000537642918061465, 0.0012934287078678608]","[0.013733237981796265, 0.00033954353420995176, 0.008000525645911694, 0.0021379278041422367, 0.045926474034786224, 0.008864439092576504, 0.009244178421795368, 0.008936858735978603, 0.0007041930803097785, 0.015246635302901268, 0.0003899245639331639, 0.00030257279286161065]"
63,8,8,1,P,P,S,S_P-P,Выстрелы в цели был неточным из-за сбитого прицела ружья.,"[0.013212591409683228, 0.0007855831645429134, 0.007084606681019068, 0.0034373567905277014, 0.04048199951648712, 0.014632008969783783, 0.01651121862232685, 0.009052911773324013, 0.0008139467681758106, 0.007412747945636511, 0.0010428804671391845, 0.0020792020950466394]","[0.02139730378985405, 0.0025216734502464533, 0.02476031519472599, 0.005965115036815405, 0.05238977074623108, 0.014389092102646828, 0.006956153549253941, 0.01048210822045803, 0.001594527973793447, 0.013241320848464966, 0.0022902381606400013, 0.0015130839310586452]"
64,1,9,1,S,S,S,S_S-S,Дорога через лес была проложена для снабжения людей провизией.,"[0.011366854421794415, 0.0032889097929000854, 0.01552838645875454, 0.00845978781580925, 0.03370414301753044, 0.033571090549230576, 0.024257680401206017, 0.005442565772682428, 0.007213548757135868, 0.0035830072592943907, 0.002353881485760212, 0.009474318474531174]","[0.0023038024082779884, 0.0003780777915380895, 0.006254015024751425, 0.001610349165275693, 0.022977180778980255, 0.005005192942917347, 0.008611181750893593, 0.002533635823056102, 0.0013163521653041244, 0.003996182698756456, 0.0008480321266688406, 0.0011058467207476497]"
65,2,9,1,S,S,P,P_S-S,Дорога через лес были проложены для снабжения людей провизией.,"[0.01379246637225151, 0.0019550782162696123, 0.029531482607126236, 0.009184625931084156, 0.03163749724626541, 0.029086630791425705, 0.025411181151866913, 0.004290873184800148, 0.0032128249295055866, 0.005177609622478485, 0.0013379345182329416, 0.008838572539389133]","[0.0023759696632623672, 0.0002751179854385555, 0.005822376348078251, 0.0022769905626773834, 0.018626762554049492, 0.005342415533959866, 0.010643618181347847, 0.0030394531786441803, 0.001326829893514514, 0.005814144853502512, 0.0005693739512935281, 0.0012435277458280325]"
66,3,9,1,S,P,S,S_S-P,Дорога через леса была проложена для снабжения людей провизией.,"[0.014662282541394234, 0.003340946976095438, 0.022643696516752243, 0.012625595554709435, 0.03726065531373024, 0.03611274063587189, 0.03688399866223335, 0.006687213201075792, 0.006574944593012333, 0.006482081953436136, 0.0023986645974218845, 0.010195842012763023]","[0.004647056106477976, 0.0009174209553748369, 0.004759259056299925, 0.00739123672246933, 0.026397446170449257, 0.012322553433477879, 0.010161945596337318, 0.007012194953858852, 0.0034384324681013823, 0.0042200712487101555, 0.0005625695339404047, 0.005220319144427776]"
